1463855290;25.75;176;-16884;-888;-3951;-793;-1566
1463855307;25.75;-460;-17004;-1812;-3669;-1552;-1387
1463855324;25.75;-964;-17072;-2288;-3424;-2125;-989
1463855341;25.75;-948;-17076;-2104;-3170;-2059;-490
1463855358;25.75;-512;-17168;-1060;-2749;-1836;42
1463855375;25.75;476;-17240;-480;-2216;-1267;340
1463855403;25.75;512;-16976;-1024;-1567;89;527
1463855420;25.75;248;-16424;-940;-1044;695;514
1463855436;25.75;248;-16352;-1080;-880;686;550
1463855453;25.75;-140;-16228;-964;-663;393;520
1463855470;25.75;-392;-16320;-1556;-550;-105;508
1463855487;25.75;-572;-16048;-1492;-508;-582;481
1463855504;25.75;-564;-16128;-1968;-458;-218;396
1463855521;25.75;-528;-16176;-2468;-516;-570;324
1463855538;25.75;-612;-16188;-2296;-469;-774;272
1463855555;25.75;-408;-16368;-2056;-440;-990;281
1463855572;25.75;-244;-16620;-948;-437;-888;477
1463855599;25.75;-16;-16724;-592;-150;-619;619
1463855616;25.75;-36;-16600;-96;89;-199;636
1463855633;25.75;352;-16656;-84;247;160;631
1463855650;25.75;-192;-16388;-520;285;754;610
1463855667;25.75;156;-16200;-620;1;552;500
1463855684;25.75;-408;-16044;-900;-384;199;308
1463855701;25.75;-332;-16120;-936;-836;360;162
1463855718;25.75;-656;-16200;-632;-1143;649;-122
1463855735;25.75;-280;-16380;-404;-1155;226;-381
1463855752;25.75;356;-16260;-748;-1128;-460;-650
1463855769;25.75;520;-16408;-1648;-1299;-746;-778
1463855797;25.75;-60;-16436;-1844;-1567;-846;-482
1463855814;25.75;444;-16644;-1492;-1348;82;-35
1463855831;25.75;1100;-16824;-1276;-908;724;227
1463855848;25.75;1812;-16552;-1052;-451;1507;145
1463855865;25.75;1816;-16184;-1084;-242;2603;-111
1463855882;25.75;1276;-16068;-1484;-205;3372;-315
1463855899;25.75;752;-16048;-1368;-264;3517;-341
1463855916;25.75;224;-16136;-1452;-420;3514;-273
1463855933;25.75;8;-16360;-1412;-562;3334;-128
1463855950;25.75;0;-16416;-848;-529;3111;4
1463855976;25.75;448;-16312;-276;-371;2221;-112
1463855994;25.75;160;-16232;-904;-405;2222;-289
1463856011;25.75;72;-16244;-1332;-545;2165;-470
1463856028;25.75;-116;-15864;-1548;-634;2129;-600
1463856045;25.75;-692;-16148;-1680;-612;1779;-626
1463856062;25.75;-1084;-16312;-1892;-574;825;-502
1463856079;25.75;-1096;-16536;-2196;-478;266;-222
1463856096;25.75;-592;-16828;-1908;-366;119;137
1463856113;25.75;344;-16672;-1376;-267;570;484
1463856130;25.75;1620;-16480;-444;-116;1012;655
1463856147;25.75;2428;-16232;-72;2;1155;645
1463856174;25.75;1720;-16068;-960;-264;1833;385
1463856191;25.75;692;-15892;-1676;-581;2741;353
1463856208;25.75;120;-15764;-2136;-729;3142;275
1463856225;25.75;24;-15788;-1688;-822;2503;118
1463856242;25.75;100;-16116;-1288;-1030;989;-107
1463856259;25.75;240;-16304;-1592;-1110;-290;-285
1463856276;25.75;492;-16268;-2028;-1178;-186;-307
1463856294;25.75;504;-16292;-2248;-1166;509;-261
1463856311;25.75;944;-16440;-1656;-1049;880;-227
1463856328;25.75;1136;-16424;-1016;-954;575;-281
1463856345;25.75;728;-16428;-880;-738;490;-252
1463856372;25.75;308;-16260;-1592;-643;1116;-79
1463856389;25.75;236;-16172;-1668;-720;1730;127
1463856406;25.75;-116;-16124;-1580;-640;1974;284
1463856423;25.75;408;-16220;-1712;-541;1160;404
1463856440;25.75;808;-16448;-1584;-563;697;348
1463856457;25.75;696;-16416;-1656;-539;72;191
1463856475;25.75;336;-16164;-2168;-535;133;181
1463856492;25.75;212;-16124;-2208;-570;784;249
1463856508;25.75;424;-16144;-2052;-620;1037;336
1463856525;25.75;776;-16152;-1768;-416;1000;361
1463856552;25.75;868;-16324;-1732;-415;188;329
1463856569;25.75;1016;-16304;-1580;-349;-87;262
1463856586;25.75;860;-16384;-1940;-397;-197;211
1463856603;25.75;768;-16188;-2116;-393;7;211
1463856621;25.75;744;-16128;-2060;-414;285;188
1463856638;25.75;672;-16164;-1888;-412;375;173
1463856655;25.75;512;-16292;-1848;-353;331;176
1463856672;25.75;616;-16492;-1976;-282;260;161
1463856689;25.75;552;-16344;-1840;-239;263;126
1463856706;25.75;484;-16348;-1660;-173;449;141
1463856723;25.75;348;-16284;-1608;-150;409;158
1463856756;25.75;292;-16260;-1928;-129;20;151
1463856773;25.75;468;-16204;-1892;-168;11;171
1463856790;25.75;444;-16228;-1888;-152;91;146
1463856807;25.75;616;-16256;-1712;-153;92;156
1463856824;25.75;800;-16348;-1768;-112;79;162
1463856841;25.75;728;-16220;-1756;-98;204;144
1463856858;25.75;744;-16200;-1780;-81;298;141
1463856875;25.75;656;-16044;-1736;-85;412;124
1463856892;25.75;644;-16172;-1748;-119;412;134
1463856908;25.75;388;-16260;-1872;-136;422;147
1463856926;25.75;448;-16256;-1768;-173;422;149
1463856960;25.75;512;-16268;-1688;-183;279;148
1463856977;25.75;580;-16428;-1700;-188;392;142
1463856994;25.75;404;-16252;-1608;-194;404;95
1463857012;25.75;280;-16208;-1508;-149;613;105
1463857028;25.75;284;-16200;-1576;-214;596;113
1463857045;25.75;200;-16320;-1696;-196;538;133
1463857062;25.75;268;-16312;-1768;-208;316;102
1463857079;25.75;252;-16180;-1656;-274;159;117
1463857096;25.75;396;-16336;-1604;-237;190;106
1463857113;25.75;532;-16236;-1744;-243;269;132
1463857130;25.75;388;-16160;-1808;-224;328;126
1463857165;25.75;468;-16280;-1544;-207;489;96
1463857182;25.75;480;-16248;-1648;-208;542;110
1463857199;25.75;300;-16340;-1616;-203;460;130
1463857216;25.75;336;-16368;-1700;-195;371;132
1463857233;25.75;448;-16164;-1656;-187;428;175
1463857250;25.75;392;-16184;-1784;-150;650;168
1463857267;25.75;412;-16208;-1584;-109;762;192
1463857284;25.75;148;-16248;-1732;-51;815;200
1463857301;25.75;312;-16192;-1764;-48;795;217
1463857318;25.75;288;-16296;-1856;-84;680;217
1463857335;25.75;232;-16308;-1796;-72;441;186
1463857362;25.75;420;-16176;-1928;-180;194;127
1463857379;25.75;196;-16168;-1912;-205;208;120
1463857395;25.75;96;-16168;-1796;-187;12;90
1463857413;25.75;240;-16264;-1940;-160;-237;86
1463857430;25.81;420;-16184;-1808;-200;-364;46
1463857447;25.81;444;-16132;-1572;-138;-374;0
1463857464;25.81;428;-16104;-1744;-153;-440;-59
1463857481;25.81;332;-16188;-2052;-233;-622;-75
1463857498;25.81;336;-16260;-1896;-232;-628;-59
1463857515;25.81;216;-16232;-1732;-219;-489;-56
1463857532;25.81;240;-16176;-1420;-226;-476;-93
1463857559;25.81;92;-16212;-1188;-244;-727;-132
1463857575;25.81;-60;-16212;-1352;-217;-1066;-175
1463857592;25.81;-88;-16448;-1548;-211;-900;-110
1463857610;25.81;496;-16380;-1700;-47;-923;-26
1463857627;25.81;560;-16444;-1240;-59;-848;19
1463857645;25.81;952;-16336;-1368;22;-569;99
1463857662;25.81;1024;-16416;-1300;92;-244;137
1463857679;25.81;900;-16240;-1508;140;-28;199
1463857695;25.81;704;-16332;-1600;112;146;257
1463857712;25.81;492;-16372;-1736;96;286;403
1463857729;25.81;480;-16372;-1716;105;324;402
1463857756;25.81;168;-16112;-1660;16;178;339
1463857772;25.81;-340;-16112;-1844;-159;-47;292
1463857789;25.81;-520;-16196;-1672;-286;-377;206
1463857807;25.81;-488;-16188;-1640;-335;-473;162
1463857824;25.81;-124;-16116;-1496;-276;-489;116
1463857842;25.81;344;-16172;-1156;-284;-586;65
1463857859;25.81;228;-16196;-1424;-264;-790;74
1463857875;25.81;556;-16424;-1480;-310;-863;94
1463857892;25.81;568;-16328;-1656;-292;-970;60
1463857909;25.81;764;-16332;-1616;-297;-1025;38
1463857926;25.81;744;-16312;-1640;-302;-982;-17
1463857953;25.81;600;-16248;-1792;-274;-974;-60
1463857969;25.81;348;-16100;-1956;-342;-886;-93
1463857987;25.81;276;-16204;-1980;-401;-902;-96
1463858004;25.81;116;-16284;-1704;-436;-815;-130
1463858021;25.81;200;-16284;-1448;-507;-900;-126
1463858038;25.81;204;-16444;-1496;-449;-1017;-142
1463858055;25.81;92;-16368;-1284;-394;-1086;-119
1463858072;25.81;-8;-16268;-1332;-373;-1120;-99
1463858089;25.81;136;-16360;-1332;-308;-1017;-115
1463858106;25.81;220;-16360;-1280;-295;-942;-88
1463858134;25.81;160;-16244;-1456;-197;-719;-34
1463858151;25.81;316;-16340;-1432;-194;-602;16
1463858167;25.81;556;-16364;-1656;-198;-433;83
1463858185;25.81;792;-16300;-1664;-202;-243;144
1463858202;25.81;852;-16324;-1684;-182;6;161
1463858219;25.81;928;-16392;-1708;-127;281;234
1463858236;25.81;788;-16236;-1792;-116;620;243
1463858253;25.81;696;-16188;-1740;-84;811;283
1463858269;25.81;648;-16160;-1736;-71;932;281
1463858286;25.81;572;-16260;-1748;-97;916;258
1463858303;25.81;276;-16200;-1884;-153;1073;252
1463858331;25.81;308;-16256;-1652;-184;1206;269
1463858348;25.81;240;-16216;-1504;-176;1211;256
1463858365;25.81;212;-16196;-1740;-149;1164;250
1463858382;25.81;96;-16340;-1592;-144;1115;248
1463858399;25.81;228;-16268;-1728;-79;1106;242
1463858416;25.81;56;-16312;-1792;-82;1097;206
1463858433;25.81;180;-16252;-1676;-67;1088;204
1463858450;25.81;-28;-16268;-1596;-131;1110;224
1463858466;25.81;84;-16264;-1556;-164;1070;249
1463858483;25.81;108;-16252;-1688;-179;961;255
1463858500;25.81;220;-16248;-1596;-132;996;257
1463858527;25.81;328;-16264;-1444;-105;1095;255
1463858544;25.81;348;-16364;-1552;-65;1214;246
1463858561;25.81;168;-16176;-1684;-33;1212;248
1463858579;25.81;36;-16212;-1500;-30;1140;224
1463858596;25.81;108;-16208;-1588;-39;1114;227
1463858613;25.81;24;-16188;-1696;-131;1095;238
1463858630;25.81;0;-16200;-1384;-161;1072;212
1463858647;25.81;88;-16192;-1440;-180;1018;172
1463858664;25.81;96;-16316;-1388;-157;964;131
1463858681;25.81;124;-16328;-1484;-166;925;198
1463858697;25.81;64;-16408;-1516;-157;953;164
1463858725;25.81;72;-16232;-1312;-124;810;178
1463858742;25.81;72;-16260;-1504;-134;851;178
1463858758;25.81;92;-16192;-1384;-162;851;146
1463858776;25.81;28;-16264;-1488;-171;729;127
1463858793;25.81;76;-16280;-1576;-215;608;121
1463858810;25.81;-28;-16252;-1404;-221;497;145
1463858827;25.81;-44;-16292;-1480;-205;465;129
1463858844;25.81;92;-16292;-1576;-238;426;127
1463858861;25.81;68;-16256;-1404;-227;339;104
1463858878;25.81;56;-16292;-1452;-226;315;60
1463858895;25.81;4;-16340;-1424;-219;248;64
1463858922;25.81;-136;-16208;-1576;-258;165;43
1463858939;25.81;-32;-16264;-1492;-292;132;77
1463858955;25.81;192;-16288;-1572;-277;51;129
1463858973;25.81;320;-16296;-1484;-246;74;93
1463858990;25.81;404;-16344;-1580;-213;229;111
1463859007;25.81;392;-16312;-1460;-190;308;85
1463859024;25.81;352;-16256;-1660;-185;359;53
1463859041;25.81;152;-16268;-1700;-237;471;67
1463859059;25.81;256;-16244;-1348;-263;467;89
1463859075;25.81;136;-16320;-1448;-245;472;66
1463859092;25.81;124;-16320;-1496;-195;516;113
1463859119;25.81;120;-16280;-1388;-187;563;86
1463859136;25.81;132;-16280;-1568;-168;544;92
1463859152;25.81;40;-16220;-1576;-164;540;84
1463859170;25.81;-8;-16256;-1500;-179;509;62
1463859187;25.81;108;-16244;-1564;-247;434;50
1463859205;25.81;120;-16184;-1628;-256;348;27
1463859222;25.81;56;-16280;-1676;-265;391;11
1463859239;25.81;116;-16316;-1332;-287;366;15
1463859255;25.81;32;-16280;-1468;-286;310;-15
1463859272;25.81;232;-16312;-1488;-264;300;-1
1463859289;25.81;132;-16272;-1480;-248;268;27
1463859316;25.81;216;-16296;-1460;-210;329;56
1463859332;25.81;248;-16252;-1568;-223;368;17
1463859349;25.81;192;-16260;-1360;-263;412;18
1463859366;25.81;352;-16220;-1456;-225;409;-2
1463859383;25.81;328;-16248;-1744;-263;334;14
1463859401;25.81;256;-16228;-1584;-259;384;23
1463859418;25.81;392;-16288;-1600;-294;368;50
1463859435;25.81;328;-16312;-1444;-277;394;43
1463859451;25.81;308;-16276;-1452;-232;521;52
1463859468;25.81;280;-16288;-1596;-204;542;17
1463859485;25.81;260;-16272;-1512;-209;595;11
1463859502;25.81;248;-16316;-1688;-219;607;25
1463859528;25.81;196;-16220;-1568;-277;538;1
1463859546;25.81;116;-16324;-1376;-266;446;18
1463859563;25.81;168;-16324;-1524;-283;374;27
1463859580;25.81;188;-16368;-1444;-267;254;46
1463859598;25.81;176;-16196;-1572;-245;277;30
1463859615;25.81;316;-16248;-1460;-218;440;27
1463859631;25.81;296;-16184;-1464;-202;434;18
1463859648;25.81;268;-16284;-1600;-189;413;7
1463859665;25.81;236;-16228;-1520;-225;441;-2
1463859682;25.81;272;-16200;-1732;-265;435;-1
1463859699;25.81;264;-16256;-1592;-325;398;11
1463859725;25.81;340;-16264;-1688;-266;456;-16
1463859743;25.81;384;-16316;-1620;-260;418;-25
1463859760;25.81;304;-16264;-1548;-259;536;-45
1463859777;25.81;56;-16204;-1572;-272;525;-3
1463859794;25.81;212;-16400;-1468;-261;461;11
1463859811;25.81;252;-16312;-1500;-242;439;22
1463859827;25.81;172;-16332;-1572;-221;480;21
1463859844;25.81;220;-16232;-1528;-216;464;13
1463859861;25.81;268;-16308;-1540;-238;401;23
1463859878;25.81;204;-16244;-1592;-229;375;-14
1463859895;25.81;236;-16292;-1600;-244;319;6
1463859921;25.81;208;-16228;-1528;-236;378;9
1463859939;25.81;440;-16224;-1472;-229;253;-3
1463859956;25.81;336;-16256;-1588;-263;182;-21
1463859973;25.81;372;-16244;-1468;-298;202;-16
1463859990;25.81;264;-16248;-1628;-300;126;-9
1463860007;25.81;288;-16300;-1576;-281;270;25
1463860024;25.81;300;-16260;-1556;-262;263;29
1463860041;25.81;348;-16248;-1492;-272;218;-23
1463860057;25.81;420;-16252;-1732;-237;350;13
1463860074;25.81;356;-16240;-1708;-225;437;33
1463860091;25.81;420;-16212;-1696;-254;336;67
1463860118;25.81;520;-16272;-1644;-236;323;30
1463860135;25.81;504;-16220;-1724;-282;357;16
1463860152;25.81;564;-16360;-1584;-256;351;2
1463860169;25.81;380;-16288;-1664;-221;344;41
1463860186;25.81;236;-16280;-1744;-240;371;33
1463860203;25.81;284;-16312;-1508;-237;336;34
1463860220;25.81;288;-16272;-1416;-246;392;39
1463860236;25.81;240;-16176;-1596;-214;474;40
1463860253;25.81;316;-16276;-1688;-216;420;55
1463860270;25.81;404;-16264;-1612;-213;347;41
1463860287;25.81;396;-16232;-1532;-225;375;57
1463860314;25.81;428;-16252;-1508;-244;379;62
1463860331;25.81;424;-16324;-1448;-243;342;56
1463860348;25.81;352;-16328;-1548;-210;281;75
1463860365;25.88;320;-16352;-1640;-223;258;52
1463860382;25.88;352;-16304;-1652;-209;355;53
1463860399;25.88;124;-16296;-1448;-220;367;57
1463860416;25.88;232;-16264;-1592;-232;241;67
1463860433;25.88;276;-16176;-1516;-237;216;87
1463860449;25.88;432;-16244;-1504;-242;241;96
1463860466;25.88;348;-16292;-1524;-219;228;84
1463860483;25.88;364;-16316;-1632;-224;272;82
1463860510;25.88;352;-16192;-1680;-235;279;67
1463860527;25.88;344;-16224;-1564;-235;333;109
1463860544;25.88;400;-16292;-1560;-210;331;82
1463860561;25.88;368;-16340;-1544;-195;355;72
1463860578;25.88;344;-16308;-1536;-204;417;93
1463860595;25.88;408;-16276;-1636;-171;422;115
1463860612;25.88;300;-16284;-1544;-168;413;101
1463860629;25.88;356;-16324;-1564;-188;373;111
1463860645;25.88;396;-16228;-1708;-193;346;136
1463860662;25.88;264;-16260;-1660;-218;407;152
1463860679;25.88;500;-16312;-1552;-206;371;120
1463860706;25.88;388;-16248;-1772;-182;297;115
1463860723;25.88;256;-16196;-1460;-171;342;110
1463860740;25.88;384;-16312;-1624;-175;350;129
1463860757;25.88;372;-16312;-1608;-173;403;90
1463860774;25.88;424;-16268;-1464;-175;362;135
1463860791;25.88;388;-16232;-1612;-163;352;122
1463860808;25.88;296;-16200;-1584;-158;405;90
1463860825;25.88;420;-16252;-1628;-156;463;125
1463860842;25.88;384;-16316;-1544;-183;456;149
1463860858;25.88;408;-16280;-1448;-171;455;148
1463860876;25.88;316;-16316;-1468;-145;433;125
1463860902;25.88;296;-16288;-1600;-160;378;143
1463860919;25.88;300;-16260;-1704;-128;382;123
1463860936;25.88;328;-16248;-1504;-152;366;141
1463860953;25.88;492;-16264;-1548;-171;348;77
1463860970;25.88;388;-16292;-1572;-174;375;107
1463860987;25.88;296;-16228;-1688;-198;409;138
1463861004;25.88;272;-16316;-1600;-180;365;131
1463861021;25.88;264;-16300;-1548;-180;368;123
1463861038;25.88;196;-16356;-1556;-167;385;120
1463861055;25.88;288;-16300;-1412;-149;325;82
1463861072;25.88;160;-16296;-1616;-161;264;108
1463861098;25.88;324;-16064;-1500;-164;292;90
1463861115;25.88;404;-16208;-1476;-151;296;83
1463861132;25.88;420;-16136;-1572;-181;237;75
1463861149;25.88;276;-16344;-1632;-204;291;79
1463861166;25.88;448;-16268;-1528;-186;335;90
1463861183;25.88;384;-16320;-1724;-174;346;108
1463861200;25.88;300;-16272;-1520;-212;323;98
1463861217;25.88;416;-16324;-1396;-192;413;86
1463861234;25.88;364;-16272;-1484;-162;402;117
1463861251;25.88;376;-16308;-1412;-178;433;151
1463861268;25.88;240;-16300;-1404;-146;433;156
1463861294;25.88;228;-16312;-1460;-166;380;114
1463861311;25.88;192;-16292;-1428;-161;275;133
1463861328;25.88;268;-16308;-1608;-157;305;120
1463861345;25.88;240;-16272;-1660;-168;286;99
1463861362;25.88;408;-16232;-1348;-185;223;116
1463861379;25.88;400;-16192;-1520;-163;294;122
1463861396;25.88;436;-16280;-1440;-184;348;108
1463861413;25.88;440;-16280;-1428;-166;377;108
1463861430;25.88;324;-16292;-1548;-176;361;70
1463861447;25.88;344;-16208;-1656;-166;428;126
1463861464;25.88;200;-16208;-1408;-191;443;133
1463861491;25.88;240;-16288;-1616;-173;462;130
1463861508;25.88;304;-16248;-1476;-188;444;146
1463861525;25.88;220;-16424;-1476;-156;411;154
1463861542;25.88;196;-16292;-1448;-170;371;154
1463861559;25.88;240;-16424;-1468;-171;402;126
1463861576;25.88;288;-16184;-1576;-177;371;126
1463861594;25.88;236;-16304;-1632;-186;355;112
1463861611;25.88;236;-16304;-1512;-202;324;137
1463861628;25.88;316;-16232;-1676;-232;332;115
1463861644;25.88;276;-16364;-1568;-218;305;111
1463861661;25.88;444;-16320;-1532;-209;335;138
1463861688;25.88;284;-16288;-1476;-160;335;169
1463861705;25.88;212;-16360;-1416;-160;345;170
1463861721;25.88;232;-16264;-1448;-150;302;137
1463861738;25.88;132;-16228;-1540;-165;266;169
1463861756;25.88;244;-16252;-1656;-147;252;138
1463861773;25.88;388;-16336;-1668;-178;272;95
1463861790;25.88;248;-16276;-1496;-203;311;112
1463861807;25.88;384;-16228;-1616;-193;350;107
1463861824;25.88;316;-16296;-1484;-174;383;113
1463861841;25.88;216;-16180;-1596;-172;372;93
1463861858;25.88;132;-16344;-1476;-184;468;109
1463861885;25.88;168;-16308;-1372;-178;322;125
1463861901;25.88;200;-16292;-1644;-203;345;139
1463861918;25.88;100;-16344;-1528;-175;369;128
1463861936;25.88;288;-16300;-1252;-185;320;116
1463861953;25.88;212;-16312;-1208;-190;285;86
1463861970;25.88;180;-16208;-1248;-191;275;102
1463861987;25.88;212;-16352;-1264;-191;264;99
1463862004;25.88;172;-16316;-1512;-194;225;149
1463862020;25.88;204;-16356;-1308;-180;232;117
1463862037;25.88;256;-16376;-1380;-194;247;117
1463862054;25.88;332;-16252;-1408;-160;289;116
1463862081;25.88;344;-16336;-1380;-184;278;112
1463862098;25.88;200;-16288;-1432;-202;315;93
1463862115;25.88;328;-16256;-1516;-221;319;88
1463862132;25.88;108;-16296;-1420;-224;326;99
1463862149;25.88;200;-16212;-1580;-246;327;114
1463862166;25.88;252;-16280;-1484;-265;345;121
1463862183;25.88;200;-16296;-1336;-209;389;127
1463862199;25.88;228;-16360;-1348;-210;400;89
1463862216;25.88;92;-16304;-1364;-207;368;103
1463862233;25.88;232;-16336;-1392;-221;409;113
1463862250;25.88;352;-16288;-1352;-251;375;92
1463862277;25.88;180;-16332;-1364;-245;362;84
